Date,Status,Fulfilment,Ship_Service_Level,Category,Size,Amount,Ship_City,Ship_State,B2B
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,399,Kollancode,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XS,399,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Merchant,Standard,Set,XL,499,Pune,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Set,S,450,Pune,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Set,L,499,Pune,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Set,M,499,Pune,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,449,Bengaluru,Karnataka,False
2022-04-03,Cancelled,Amazon,Expedited,Kurta,XL,449,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XS,449,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,499,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Top,L,469,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,371,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,449,Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,L,495,Bangalore,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,417,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Top,L,499,Pune,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,3XL,264,Salem,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XXL,322,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XXL,452,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Top,M,484,Pune,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Top,XL,499,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Top,XXL,371,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Merchant,Standard,Kurta,L,399,Hyderabad,Telangana,False
2022-04-03,Shipped,Merchant,Standard,Kurta,M,349,Hyderabad,Telangana,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XL,480,Bangalore,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XL,264,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,472,Karanja Lad,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XS,426,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,449,Bengaluru,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Kurta,M,472,Hyderabad,Telangana,False
2022-04-03,Cancelled,Amazon,Expedited,Kurta,L,399,Hyderabad,Telangana,False
2022-04-03,Shipped,Merchant,Standard,Top,S,499,Pimpri Chinchwad,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,449,Bengaluru,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Kurta,L,495,Kancheepuram,Tamil Nadu,False
2022-04-03,Cancelled,Amazon,Expedited,Kurta,XL,449,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XXL,481,Kushalanagara,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,399,Bengaluru,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XL,399,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Top,M,432,Hyderabad,Telangana,False
2022-04-03,Returned,Merchant,Standard,Kurta,XXL,499,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,449,Hyderabad,Telangana,False
2022-04-03,Shipped,Merchant,Standard,Kurta,M,495,Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,S,481,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XXL,330,Bangalore,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,499,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,349,Hyderabad,Telangana,False
2022-04-03,Cancelled,Amazon,Expedited,Top,M,354,Bangalore,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,322,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Top,S,387,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XS,353,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XS,391,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,499,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Top,3XL,434,Thane,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,322,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,399,Kapikad Kinnigoli,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,379,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,358,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Top,XXL,399,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,399,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,330,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Top,S,387,Dombivali,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,399,Thoothukkudi,Tamil Nadu,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XS,379,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,449,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,481,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,481,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,481,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,481,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,330,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Set,XS,446,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XS,399,Coimbatore,Tamil Nadu,False
2022-04-03,Shipped,Merchant,Standard,Kurta,L,495,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,453,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XS,481,Ilampillai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Top,S,321,Bangalore,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Top,M,499,Bangalore,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,481,Pune,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,453,Natrampalli,Tamil Nadu,False
2022-04-03,Shipped,Merchant,Standard,Kurta,6XL,452,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,353,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,330,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Top,XL,469,Pune,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XL,499,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Merchant,Standard,Kurta,L,427,Bangalore,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,364,Gudiyatham,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XS,481,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,469,Chennai,Tamil Nadu,False
2022-04-03,Returned,Merchant,Standard,Kurta,3XL,481,Hyderabad,Telangana,False
2022-04-03,Shipped,Merchant,Standard,Kurta,L,453,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,453,Karad,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,481,Karad,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Top,S,499,Parbhani,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,299,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Top,L,432,Bengaluru,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Kurta,5XL,426,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Top,XL,432,Karjat Raigarh District,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,449,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XXL,399,Thane,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,L,495,Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,499,Salem,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XXL,417,Salem,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,399,Arani Tiruvannamalai District,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,426,Arani Tiruvannamalai District,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,481,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Top,XL,469,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,449,Bengaluru,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XL,499,Perambalur,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,495,Chennur,Telangana,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,426,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Bottom,XL,241,Kilapavoor,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Set,XS,474,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,353,Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,5XL,469,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Top,XXL,299,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Top,L,259,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,399,Hosur,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,453,Karimnagar,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XXL,322,Thane,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,396,Hyderabad,Telangana,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,495,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,449,Pimpri Chinchwad,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,330,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,449,Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XL,481,Secunderabad,Telangana,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XL,379,Secunderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,349,Navi Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,364,Sarcarsamakulam,Tamil Nadu,False
2022-04-03,Shipped,Merchant,Standard,Top,S,259,Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,322,Mumbai,Maharashtra,False
2022-04-03,Cancelled,Amazon,Expedited,Kurta,XS,299,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Ethnic Dress,XL,399,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,277,Tiruvannamalai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XXL,379,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Top,S,499,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,317,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,385,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,426,Hosur,Tamil Nadu,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,458,Thane,Maharashtra,False
2022-04-03,Cancelled,Amazon,Expedited,Kurta,S,349,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,481,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Top,L,432,Pune,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Western Dress,S,443,Hyderabad,Telangana,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,453,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,426,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Top,3XL,434,Thane,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,342,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,313,Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,3XL,379,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,469,Coonoor,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,480,Secunderabad,Telangana,False
2022-04-03,Cancelled,Amazon,Expedited,Kurta,L,449,Satara,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,358,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Top,XXL,421,Pimpri Chinchwad,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,426,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Western Dress,XXL,377,Bengaluru,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,495,Pimpri Chinchwad,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,377,Sadasivpet,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,452,Sadasivpet,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,472,Hyderabad,Telangana,False
2022-04-03,Shipped,Merchant,Standard,Ethnic Dress,XXL,399,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,426,Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Western Dress,M,399,Bangalore,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Top,M,499,Pimpri Chinchwad,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Western Dress,3XL,399,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,317,Secunderabad,Telangana,False
2022-04-03,Shipped,Merchant,Standard,Kurta,M,481,Secunderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,371,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,399,Chennai,Tamil Nadu,False
2022-04-03,Cancelled,Amazon,Expedited,Kurta,M,349,Ballari,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XXL,399,Nagpur,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,499,Kalyan,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,330,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,426,Pimpri Chinchwad,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Set,L,474,Kalyan,Maharashtra,False
2022-04-03,Cancelled,Amazon,Expedited,Top,3XL,434,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XS,322,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,426,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Western Dress,XXL,399,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,330,Thane,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,499,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XS,449,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,293,Hosanagara,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Kurta,3XL,379,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,449,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,481,Coimbatore,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XXL,360,Ullal,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,481,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,385,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,349,Bengaluru,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XL,495,Pune,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,4XL,453,Kolhapur,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Blouse,L,259,Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,3XL,499,Bengaluru,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Kurta,M,495,Mumbai,Maharashtra,True
2022-04-03,Shipped,Merchant,Standard,Kurta,M,495,Mumbai,Maharashtra,True
2022-04-03,Shipped,Amazon,Expedited,Western Dress,XS,377,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Merchant,Standard,Kurta,3XL,379,Satara,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XS,267,Nagpur,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Top,S,469,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,427,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,377,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Western Dress,XXL,499,Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,3XL,495,Navi Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,448,Navi Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Top,XL,387,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Top,XL,493,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,449,Nerul,Maharashtra,False
2022-04-03,Cancelled,Amazon,Expedited,Top,3XL,434,Thane,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XL,365,"Madhapur, Hyderabad",Telangana,False
2022-04-03,Shipped,Merchant,Standard,Kurta,3XL,499,Nannilam,Tamil Nadu,False
2022-04-03,Cancelled,Amazon,Expedited,Kurta,XL,453,Pune,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,495,Neyveli,Tamil Nadu,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,317,Bangalore,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,481,Bangalore,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,449,Pune Yerwada,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,426,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XXL,353,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,313,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,360,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,299,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,448,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Top,L,421,Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,3XL,480,Hyderabad,Telangana,False
2022-04-03,Shipped,Merchant,Standard,Kurta,L,481,Bengaluru,Karnataka,False
2022-04-03,Cancelled,Amazon,Expedited,Western Dress,L,443,Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,495,Pune,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Blouse,L,280,Bengaluru,Karnataka,False
2022-04-03,Cancelled,Amazon,Expedited,Top,S,421,Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,376,Sillod,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Top,M,338,Pirangut,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,XXL,495,Chennai,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,S,442,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XXL,339,Sidco Industrial Estate Badanguppe Kellambali,Karnataka,False
2022-04-03,Cancelled,Amazon,Expedited,Kurta,M,453,Tiruchirappalli,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,M,469,Bangarapet,Karnataka,False
2022-04-03,Cancelled,Amazon,Expedited,Kurta,XS,299,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,399,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,449,Bengaluru,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Top,S,399,Navi Mumbai,Maharashtra,False
2022-04-03,Shipped,Merchant,Standard,Kurta,L,259,Periyakulam,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Top,XXL,330,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Top,XL,315,Bengaluru,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Kurta,5XL,469,Bangalore,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XS,449,Navi Mumbai,Maharashtra,False
2022-04-03,Cancelled,Amazon,Expedited,Kurta,3XL,427,Hyderabad,Telangana,False
2022-04-03,Cancelled,Amazon,Expedited,Kurta,S,385,Bengaluru,Karnataka,False
2022-04-03,Shipped,Merchant,Standard,Kurta,S,330,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,427,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,481,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,299,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,353,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,481,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,342,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,L,385,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Top,M,484,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XS,499,Walajapet,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Top,XXL,377,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Top,XXL,469,Mumbai,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Top,XL,484,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Top,M,371,Bengaluru,Karnataka,False
2022-04-03,Cancelled,Amazon,Expedited,Kurta,XL,333,Vaniyanbadi,Tamil Nadu,False
2022-04-03,Shipped,Merchant,Standard,Kurta,M,499,Sikkathambur Palayam,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Top,XL,421,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,5XL,469,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XXL,437,Bengaluru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,3XL,495,Thane,Maharashtra,False
2022-04-03,Shipped,Amazon,Expedited,Kurta,XL,481,Kothagudem,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Top,L,352,Mysuru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Top,M,434,Mysuru,Karnataka,False
2022-04-03,Shipped,Amazon,Expedited,Set,L,474,Coimbatore,Tamil Nadu,False
2022-04-03,Shipped,Amazon,Expedited,Blouse,XS,460,Hyderabad,Telangana,False
2022-04-03,Shipped,Amazon,Expedited,Top,S,469,Pune,Maharashtra,False
2022-04-02,Shipped,Amazon,Expedited,Kurta,M,394,Bengaluru,Karnataka,False
2022-04-02,Shipped,Amazon,Expedited,Top,XL,315,Mumbai,Maharashtra,False
2022-04-02,Shipped,Merchant,Standard,Kurta,6XL,452,Thane,Maharashtra,False
2022-04-02,Shipped,Amazon,Expedited,Set,XL,474,Bengaluru,Karnataka,False
2022-04-02,Shipped,Amazon,Expedited,Top,L,499,"Airoli, Navi Mumbai",Maharashtra,False
2022-04-02,Shipped,Amazon,Expedited,Kurta,S,299,Bengaluru,Karnataka,False
2022-04-02,Shipped,Amazon,Expedited,Kurta,XL,394,Bengaluru,Karnataka,False
2022-04-02,Cancelled,Amazon,Expedited,Kurta,L,379,Mumbai,Maharashtra,False
2022-04-02,Shipped,Amazon,Expedited,Kurta,L,364,Mumbai,Maharashtra,False
2022-04-02,Shipped,Amazon,Expedited,Kurta,XL,399,Mumbai,Maharashtra,False
2022-04-02,Shipped,Amazon,Expedited,Kurta,S,353,Nagercoil,Tamil Nadu,False
2022-04-02,Shipped,Amazon,Expedited,Kurta,S,277,Nagercoil,Tamil Nadu,False
2022-04-02,Shipped,Amazon,Expedited,Kurta,XL,364,Bengaluru,Karnataka,False
2022-04-02,Shipped,Amazon,Expedited,Kurta,L,399,Mumbai,Maharashtra,False
2022-04-02,Shipped,Amazon,Expedited,Kurta,S,453,Bengaluru,Karnataka,False
2022-04-02,Shipped,Amazon,Expedited,Top,M,499,Mumbai,Maharashtra,False
2022-04-02,Cancelled,Amazon,Expedited,Kurta,5XL,469,Bengaluru,Karnataka,False
2022-04-02,Shipped,Amazon,Expedited,Kurta,L,322,Mumbai,Maharashtra,False
2022-04-02,Shipped,Merchant,Standard,Kurta,M,481,Chennai,Tamil Nadu,False
2022-04-02,Shipped,Amazon,Expedited,Kurta,L,293,Pune,Maharashtra,False
2022-04-02,Shipped,Amazon,Expedited,Top,S,333,Chennai,Tamil Nadu,False
2022-04-02,Shipped,Amazon,Expedited,Kurta,S,472,Oragadam Industrial Area,Tamil Nadu,False
2022-04-02,Shipped,Merchant,Standard,Top,S,499,Kalyan,Maharashtra,False
2022-04-02,Shipped,Amazon,Expedited,Set,XXL,499,Mumbai,Maharashtra,False
2022-04-02,Shipped,Amazon,Expedited,Top,XXL,432,Chennai,Tamil Nadu,False
2022-04-02,Shipped,Amazon,Expedited,Top,XXL,299,Chennai,Tamil Nadu,False
